2026-05-24 13:39:04,694 INFO     aci_pipeline.cli: ACI Pipeline v0.1.0 · run_id=1779629944 · output=results/gh-pages
2026-05-24 13:39:04,699 INFO     aci_pipeline.cli: URLs carregades (36): ['https://www.seg-social.es/wps/portal/wss/internet/Inicio', 'https://sede.agenciatributaria.gob.es/', 'https://www.educacionfpydeportes.gob.es/portada.html', 'https://www.sanidad.gob.es/', 'https://web.ub.edu/', 'https://www.uab.cat/', 'https://www.uv.es/', 'https://www.upc.edu/ca', 'https://www.ucm.es/', 'https://www.upf.edu/', 'https://www.uoc.edu/ca', 'https://www.url.edu/ca', 'https://www.unav.edu/', 'https://web.gencat.cat/ca/ciutadania/inici', 'https://educacio.gencat.cat/ca/inici', 'https://catsalut.gencat.cat/ca/inici/', 'https://www.meteo.cat/', 'https://serveiocupacio.gencat.cat/ca/inici', 'https://www.diba.cat/ca/inici', 'https://www.tnc.cat/ca', 'https://www.museunacional.cat/ca', 'https://sagradafamilia.org/', 'https://www.liceubarcelona.cat/ca', 'https://www.palaumusica.cat/ca/', 'https://www.3cat.cat/3cat/', 'https://www.rtve.es/', 'https://www.ara.cat/', 'https://www.rac1.cat/', 'https://terrassadigital.cat/', 'https://www.lavanguardia.com/', 'https://www.compraonline.bonpreuesclat.cat/', 'https://www.capraboacasa.com/ca/', 'https://es.wallapop.com/', 'https://www.promofarma.com/', 'https://www.fcbarcelona.cat/ca/', 'https://www.rcdespanyol.com/']
2026-05-24 13:39:04,700 INFO     aci_pipeline.cli: ── Pipeline: https://www.seg-social.es/wps/portal/wss/internet/Inicio [perfil=wcag_strict] ──
2026-05-24 13:39:15,377 INFO     aci_pipeline.m1: M1 completat per https://www.seg-social.es/wps/portal/wss/internet/Inicio; Institucional (mode=playwright)
2026-05-24 13:39:15,425 INFO     aci_pipeline.m2: M2 completat per https://www.seg-social.es/wps/portal/wss/internet/Inicio; Institucional → results/gh-pages/processed/structure/www_seg-social_es_wps_portal_wss_internet_Inicio_Institucional_1779629944.json
2026-05-24 13:39:15,426 INFO     aci_pipeline.m3: M3 completat per https://www.seg-social.es/wps/portal/wss/internet/Inicio; Institucional
2026-05-24 13:39:15,427 WARNING  aci_pipeline.m4: textstat no disponible; mètriques textuals omeses.
2026-05-24 13:39:15,427 INFO     aci_pipeline.m4: M4 completat per https://www.seg-social.es/wps/portal/wss/internet/Inicio; Institucional
2026-05-24 13:39:15,871 ERROR    aci_pipeline.m5: Error cridant Claude per element img_74: Client.__init__() got an unexpected keyword argument 'proxies'
2026-05-24 13:39:15,872 ERROR    aci_pipeline.m5: Error cridant Claude per element img_87: Client.__init__() got an unexpected keyword argument 'proxies'
2026-05-24 13:39:15,872 INFO     aci_pipeline.m5: M5: processats 2 elements visuals
2026-05-24 13:39:15,872 INFO     aci_pipeline.cli: M5-IA: 2 element(s) processats
2026-05-24 13:39:15,872 INFO     aci_pipeline.m6: M6 completat per https://www.seg-social.es/wps/portal/wss/internet/Inicio; Institucional (profil=wcag_strict, ACI=3.49)
2026-05-24 13:39:15,873 INFO     aci_pipeline.m7: M7 completat per https://www.seg-social.es/wps/portal/wss/internet/Inicio; Institucional: 15 intervencions prioritzades
2026-05-24 13:39:15,945 INFO     aci_pipeline.m8: Informe HTML desat a: results/gh-pages/reports/www_seg-social_es_wps_portal_wss_internet_Inicio_Institucional/www_seg-social_es_wps_portal_wss_internet_Inicio_Institucional_1779629944_wcag_strict.html
2026-05-24 13:39:15,945 INFO     aci_pipeline.m8: M8 completat per https://www.seg-social.es/wps/portal/wss/internet/Inicio; Institucional -> results/gh-pages/reports/www_seg-social_es_wps_portal_wss_internet_Inicio_Institucional/www_seg-social_es_wps_portal_wss_internet_Inicio_Institucional_1779629944_wcag_strict.html
2026-05-24 13:39:15,945 INFO     aci_pipeline.cli: ACI=3.494/5.0 [wcag_strict] → results/gh-pages/reports/www_seg-social_es_wps_portal_wss_internet_Inicio_Institucional/www_seg-social_es_wps_portal_wss_internet_Inicio_Institucional_1779629944_wcag_strict.html
2026-05-24 13:39:15,946 INFO     aci_pipeline.cli: ── Pipeline: https://sede.agenciatributaria.gob.es/ [perfil=wcag_strict] ──
2026-05-24 13:39:46,395 WARNING  aci_pipeline.m1: Timeout/error Playwright per https://sede.agenciatributaria.gob.es/; Institucional: Page.goto: Timeout 30000ms exceeded.
Call log:
navigating to "https://sede.agenciatributaria.gob.es/;%20Institucional", waiting until "networkidle"

2026-05-24 13:39:46,422 INFO     aci_pipeline.m1: Fallback HTTP per https://sede.agenciatributaria.gob.es/; Institucional
2026-05-24 13:39:46,893 ERROR    aci_pipeline.m1: Error HTTP per https://sede.agenciatributaria.gob.es/; Institucional: 404 Client Error: Not Found for url: https://sede.agenciatributaria.gob.es/;%20Institucional
2026-05-24 13:39:46,899 INFO     aci_pipeline.m1: M1 completat per https://sede.agenciatributaria.gob.es/; Institucional (mode=fallback)
2026-05-24 13:39:46,899 INFO     aci_pipeline.m2: M2 completat per https://sede.agenciatributaria.gob.es/; Institucional → results/gh-pages/processed/structure/sede_agenciatributaria_gob_es_Institucional_1779629955.json
2026-05-24 13:39:46,899 INFO     aci_pipeline.m3: M3 completat per https://sede.agenciatributaria.gob.es/; Institucional
2026-05-24 13:39:46,900 WARNING  aci_pipeline.m4: textstat no disponible; mètriques textuals omeses.
2026-05-24 13:39:46,900 INFO     aci_pipeline.m4: M4 completat per https://sede.agenciatributaria.gob.es/; Institucional
2026-05-24 13:39:46,900 INFO     aci_pipeline.m5: M5: processats 0 elements visuals
2026-05-24 13:39:46,901 INFO     aci_pipeline.m6: M6 completat per https://sede.agenciatributaria.gob.es/; Institucional (profil=wcag_strict, ACI=3.70)
2026-05-24 13:39:46,901 INFO     aci_pipeline.m7: M7 completat per https://sede.agenciatributaria.gob.es/; Institucional: 15 intervencions prioritzades
2026-05-24 13:39:46,920 INFO     aci_pipeline.m8: Informe HTML desat a: results/gh-pages/reports/sede_agenciatributaria_gob_es_Institucional/sede_agenciatributaria_gob_es_Institucional_1779629955_wcag_strict.html
2026-05-24 13:39:46,920 INFO     aci_pipeline.m8: M8 completat per https://sede.agenciatributaria.gob.es/; Institucional -> results/gh-pages/reports/sede_agenciatributaria_gob_es_Institucional/sede_agenciatributaria_gob_es_Institucional_1779629955_wcag_strict.html
2026-05-24 13:39:46,920 INFO     aci_pipeline.cli: ACI=3.704/5.0 [wcag_strict] → results/gh-pages/reports/sede_agenciatributaria_gob_es_Institucional/sede_agenciatributaria_gob_es_Institucional_1779629955_wcag_strict.html
2026-05-24 13:39:46,920 INFO     aci_pipeline.cli: ── Pipeline: https://www.educacionfpydeportes.gob.es/portada.html [perfil=wcag_strict] ──
2026-05-24 13:39:53,973 INFO     aci_pipeline.m1: M1 completat per https://www.educacionfpydeportes.gob.es/portada.html; Institucional (mode=playwright)
2026-05-24 13:39:54,020 INFO     aci_pipeline.m2: M2 completat per https://www.educacionfpydeportes.gob.es/portada.html; Institucional → results/gh-pages/processed/structure/www_educacionfpydeportes_gob_es_portada_html_Institucional_1779629986.json
2026-05-24 13:39:54,021 INFO     aci_pipeline.m3: M3 completat per https://www.educacionfpydeportes.gob.es/portada.html; Institucional
2026-05-24 13:39:54,022 WARNING  aci_pipeline.m4: textstat no disponible; mètriques textuals omeses.
2026-05-24 13:39:54,022 INFO     aci_pipeline.m4: M4 completat per https://www.educacionfpydeportes.gob.es/portada.html; Institucional
2026-05-24 13:39:54,022 INFO     aci_pipeline.m5: M5: processats 0 elements visuals
2026-05-24 13:39:54,023 INFO     aci_pipeline.m6: M6 completat per https://www.educacionfpydeportes.gob.es/portada.html; Institucional (profil=wcag_strict, ACI=3.74)
2026-05-24 13:39:54,023 INFO     aci_pipeline.m7: M7 completat per https://www.educacionfpydeportes.gob.es/portada.html; Institucional: 15 intervencions prioritzades
2026-05-24 13:39:54,041 INFO     aci_pipeline.m8: Informe HTML desat a: results/gh-pages/reports/www_educacionfpydeportes_gob_es_portada_html_Institucional/www_educacionfpydeportes_gob_es_portada_html_Institucional_1779629986_wcag_strict.html
2026-05-24 13:39:54,041 INFO     aci_pipeline.m8: M8 completat per https://www.educacionfpydeportes.gob.es/portada.html; Institucional -> results/gh-pages/reports/www_educacionfpydeportes_gob_es_portada_html_Institucional/www_educacionfpydeportes_gob_es_portada_html_Institucional_1779629986_wcag_strict.html
2026-05-24 13:39:54,041 INFO     aci_pipeline.cli: ACI=3.738/5.0 [wcag_strict] → results/gh-pages/reports/www_educacionfpydeportes_gob_es_portada_html_Institucional/www_educacionfpydeportes_gob_es_portada_html_Institucional_1779629986_wcag_strict.html
2026-05-24 13:39:54,041 INFO     aci_pipeline.cli: ── Pipeline: https://www.sanidad.gob.es/ [perfil=wcag_strict] ──
2026-05-24 13:40:00,212 INFO     aci_pipeline.m1: M1 completat per https://www.sanidad.gob.es/; Institucional (mode=playwright)
2026-05-24 13:40:00,241 INFO     aci_pipeline.m2: M2 completat per https://www.sanidad.gob.es/; Institucional → results/gh-pages/processed/structure/www_sanidad_gob_es_Institucional_1779629994.json
2026-05-24 13:40:00,243 INFO     aci_pipeline.m3: M3 completat per https://www.sanidad.gob.es/; Institucional
2026-05-24 13:40:00,243 WARNING  aci_pipeline.m4: textstat no disponible; mètriques textuals omeses.
2026-05-24 13:40:00,244 INFO     aci_pipeline.m4: M4 completat per https://www.sanidad.gob.es/; Institucional
2026-05-24 13:40:00,244 INFO     aci_pipeline.m5: M5: processats 0 elements visuals
2026-05-24 13:40:00,244 INFO     aci_pipeline.m6: M6 completat per https://www.sanidad.gob.es/; Institucional (profil=wcag_strict, ACI=3.83)
2026-05-24 13:40:00,244 INFO     aci_pipeline.m7: M7 completat per https://www.sanidad.gob.es/; Institucional: 15 intervencions prioritzades
2026-05-24 13:40:00,261 INFO     aci_pipeline.m8: Informe HTML desat a: results/gh-pages/reports/www_sanidad_gob_es_Institucional/www_sanidad_gob_es_Institucional_1779629994_wcag_strict.html
2026-05-24 13:40:00,261 INFO     aci_pipeline.m8: M8 completat per https://www.sanidad.gob.es/; Institucional -> results/gh-pages/reports/www_sanidad_gob_es_Institucional/www_sanidad_gob_es_Institucional_1779629994_wcag_strict.html
2026-05-24 13:40:00,262 INFO     aci_pipeline.cli: ACI=3.826/5.0 [wcag_strict] → results/gh-pages/reports/www_sanidad_gob_es_Institucional/www_sanidad_gob_es_Institucional_1779629994_wcag_strict.html
2026-05-24 13:40:00,262 INFO     aci_pipeline.cli: ── Pipeline: https://web.ub.edu/ [perfil=wcag_strict] ──
2026-05-24 13:40:06,029 INFO     aci_pipeline.m1: M1 completat per https://web.ub.edu/; Educatiu (mode=playwright)
